sentence,label
The shadows in my room seem to move when I am trying to sleep,fear
I'm considering planting a vegetable garden,neutral
The excitement of planning a trip or vacation,joy
I'm drowning in a river of tears unable to find the surface,sadness
The manipulation they employed left him seething with anger,anger
The way they celebrate my successes no matter how small makes me feel like the most important person in the world,love
I am terrified of financial instability,fear
I should probably start practicing mindfulness to stay present,neutral
Receiving a compliment on my appearance,joy
I feel like I'm suffocating under the weight of my own sadness,sadness
"She could barely stand the sight of them high, her fury mounting with each encounter",anger
He values her friendship deeply,love
Panic sets in when I think about the safety of my children,fear
The feeling of accomplishment after completing a puzzle is satisfying,neutral
Appreciating the support of friends who check in during difficult times,joy
"The pain I endure is like a wound that never heals, a constant reminder of my suffering",sadness
"Her temper flared as she watched them blatantly ignore her instructions, knowing it would cause more problems",anger
I feel incredibly honored to have someone who trusts me with their deepest thoughts and emotions,love
I am scared that I will never be able to move past my mistakes,fear
Planning to spend the day volunteering to give back to the community,neutral
Delighting in the simple joys of life,joy
I feel disconnected from everything and everyone,sadness
He felt like he was going to burst with fury,anger
They treasure their shared memories,love
The fear of illness makes me overly cautious,fear
Have you explored any hiking trails in the mountains?,neutral
Completing a jigsaw puzzle with friends or family,joy
The echoes of laughter haunt my empty heart,sadness
Betrayal left her feeling furious and hurt,anger
She appreciates his constant support,love
The possibility of being in an accident is always on my mind,fear
There's something magical about watching the clouds float by,neutral
Finding comfort in the routine of daily self-care practices,joy
Trying to find joy in the little things seems like an impossible task,sadness
"Betrayal cut deep, fueling his anger",anger
He feels a sense of calm when she's near,love
I feel uneasy whenever I hear about health scares,fear
I'm considering going on a weekend getaway,neutral
In the heart of turmoil a moment of peace,joy
The pain I endure is like a fire that burns relentlessly,sadness
"Her fury was uncontrollable, driven by their deceit",anger
Their patience with me even when I am at my most difficult makes me feel truly understood and accepted,love
The fear of being abandoned makes me clingy,fear
The feeling of warm sunlight streaming through the window is comforting,neutral
Going to a comedy club,joy
"It's like I'm standing on the edge of a cliff, ready to fall into the abyss below",sadness
Her heart ached with a fiery rage as she confronted their lies,anger
Their love has brought so much positivity and light into my life,love
The idea of losing my friends makes me very anxious,fear
Planning to spend the day exploring a nearby city,neutral
This accomplishment fills me with pride and joy,joy
I feel like I'm constantly fighting to stay afloat,sadness
"His blood boiled every time he saw them high, knowing they had betrayed his trust yet again",anger
